,Unnamed: 0,id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,user,followers,friends,hashtags,place,coordinates,favorites,impressions,reach,engagement,engagement_rate,Nike
10,10,1442433291349475329,Mon Sep 27 10:17:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you could choose another colourway to the upcoming #adidasstockholm which would you choose?
.
.
#adidasshoes… https://t.co/IHn6ehGQvP",If could choose another colourway upcoming would choose ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,5,0,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasstockholm, adidasshoes",,England,,5,8613,0.0005805178218971323,0.05805178218971323,0
11,11,1442433211783544839,Mon Sep 27 10:17:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you could choose another colourway to the upcoming #adidasstockholm which would you choose?
.
.
#adidasshoes… https://t.co/hsha4yg6g2",If could choose another colourway upcoming would choose ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,6,0,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasstockholm, adidasshoes",,England,,6,8613,0.0006966213862765587,0.06966213862765587,0
12,12,1442414651120111618,Mon Sep 27 09:03:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
Exclusive #adidaszx8000 X Kawasaki Ninja, Released 08/10/21
.
.
#adidasshoes #trefoil… https://t.co/V5OJuPeWUK",Upcoming Release Exclusive X Kawasaki Ninja Released /10/21 ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,6,0,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidaszx8000, adidasshoes, trefoil",,England,,6,8613,0.0006966213862765587,0.06966213862765587,0
13,13,1442273211719237641,Sun Sep 26 23:41:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @3_stripes4life: Upcoming Release:
Exclusive #adidasbristol from @sizeofficial
.
.
#adidasshoes #trefoil #adidasoriginals #cityseries #3…",Upcoming Release Exclusive ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,"{'id': 1230249462532014081, 'id_str': '1230249462532014081', 'name': 'ZX8000.de', 'screen_name': 'Zx8000D', 'location': 'Berlin, Deutschland', 'description': '👟 Zx8000 der wohl beste Turnschuh aller Zeiten', 'url': 'https://t.co/sFE4vOduRp', 'entities': {'url': {'urls': [{'url': 'https://t.co/sFE4vOduRp', 'expanded_url': 'https://zx8000.de', 'display_url': 'zx8000.de', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 263, 'friends_count': 55, 'listed_count': 1, 'created_at': 'Wed Feb 19 21:55:21 +0000 2020', 'favourites_count': 309, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 537, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1361619216076570624/zwxg-3Nt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1361619216076570624/zwxg-3Nt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1230249462532014081/1624497813', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",263,55,"adidasbristol, adidasshoes, trefoil, adidasoriginals, cityseries","3_stripes4life, sizeofficial","Berlin, Deutschland",,1,318,0.0031446540880503146,0.3144654088050315,0
14,14,1442268032982716422,Sun Sep 26 23:21:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @3_stripes4life: Upcoming Release:
#adidas X #cpcompany jacket, part of the upcoming #spzl collaboration with cp.
.
#adidasshoes #trefoi…",Upcoming Release X jacket part upcoming collaboration cp ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,5,"{'id': 3000029912, 'id_str': '3000029912', 'name': 'Casual_Shots_Ultra ///', 'screen_name': 'J_Goulding86', 'location': 'Reading, England, UK', 'description': 'Father of 2 Beautiful Kids, Rifleman in the Army & a casual, love @casualclassics. Die Hard @OfficialShots Fan #TheShots #ATFC #COYS Snap & Insta: j_goulding86', 'url': 'https://t.co/msMIiz9MXL', 'entities': {'url': {'urls': [{'url': 'https://t.co/msMIiz9MXL', 'expanded_url': 'http://theshots.co.uk', 'display_url': 'theshots.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1219, 'friends_count': 4864, 'listed_count': 25, 'created_at': 'Wed Jan 28 23:17:19 +0000 2015', 'favourites_count': 140897, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 106391, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1428650112025300996/5nusL6DR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1428650112025300996/5nusL6DR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3000029912/1628871839', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1219,4864,"adidas, cpcompany, spzl, adidasshoes",3_stripes4life,"Reading, England, UK",,5,6083,0.000821962847279303,0.08219628472793031,0
15,15,1442239275240607747,Sun Sep 26 21:26:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @3_stripes4life: Upcoming Release:
Exclusive #adidassl82 and #adidasbristol from @sizeofficial
.
.
#adidasshoes #trefoil #adidasoriginal…",Upcoming Release Exclusive ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,"{'id': 211423329, 'id_str': '211423329', 'name': 'OEFTF', 'screen_name': 'OEFTF', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 186, 'friends_count': 71, 'listed_count': 15, 'created_at': 'Wed Nov 03 06:14:29 +0000 2010', 'favourites_count': 167, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 24466, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '4A913C', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1439937216101289986/-o_vB0TY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1439937216101289986/-o_vB0TY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/211423329/1632142986', 'profile_link_color': '0AF548', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '140EC7', 'profile_text_color': '0CE82D', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",186,71,"adidassl82, adidasbristol, adidasshoes, trefoil","3_stripes4life, sizeofficial",,,2,257,0.007782101167315175,0.7782101167315175,0
16,16,1442201715797737472,Sun Sep 26 18:57:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @3_stripes4life: Upcoming Release:
#adidas X #cpcompany jacket, part of the upcoming #spzl collaboration with cp.
.
#adidasshoes #trefoi…",Upcoming Release X jacket part upcoming collaboration cp ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,5,"{'id': 892359193176547332, 'id_str': '892359193176547332', 'name': 'Chris', 'screen_name': 'Chris_TRFC_', 'location': 'Wirral', 'description': '⚪TRFC⚪', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 148, 'friends_count': 617, 'listed_count': 0, 'created_at': 'Tue Aug 01 12:19:45 +0000 2017', 'favourites_count': 20323, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1783, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1262143356806868994/lGIbtK_0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1262143356806868994/lGIbtK_0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/892359193176547332/1599433340', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",148,617,"adidas, cpcompany, spzl, adidasshoes",3_stripes4life,Wirral,,5,765,0.006535947712418301,0.6535947712418301,0
17,17,1442184088237092866,Sun Sep 26 17:47:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
Exclusive #adidassl82 and #adidasbristol from @sizeofficial
.
.
#adidasshoes #trefoil… https://t.co/g3OzcROOvp",Upcoming Release Exclusive ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,2,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidassl82, adidasbristol, adidasshoes, trefoil",sizeofficial,England,,4,8613,0.0004644142575177058,0.04644142575177058,0
18,18,1442180374063247363,Sun Sep 26 17:32:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
@sizeofficial Previews PT2
.
.
#adidasshoes #trefoil #adidasoriginals #cityseries #3stripes4life… https://t.co/8FmNlJLy6E",Upcoming Release Previews PT2 ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,1,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasshoes, trefoil, adidasoriginals, cityseries, 3stripes4life",sizeofficial,England,,8,8613,0.0009288285150354116,0.09288285150354116,0
19,19,1442180355885342735,Sun Sep 26 17:32:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @3_stripes4life: Upcoming Release:
Exclusive #adidassl82 from @sizeofficial
.
.
#adidasshoes #trefoil #adidasoriginals #cityseries #3str…",Upcoming Release Exclusive ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,"{'id': 56108917, 'id_str': '56108917', 'name': 'peter', 'screen_name': 'axin456', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 50, 'friends_count': 114, 'listed_count': 0, 'created_at': 'Sun Jul 12 14:59:38 +0000 2009', 'favourites_count': 299, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 380, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1274057324135698432/RbGEgqf0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1274057324135698432/RbGEgqf0_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",50,114,"adidassl82, adidasshoes, trefoil, adidasoriginals, cityseries","3_stripes4life, sizeofficial",,,1,164,0.006097560975609756,0.6097560975609756,0
20,20,1442177068276531201,Sun Sep 26 17:19:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
Exclusive #adidasbristol from @sizeofficial
.
.
#adidasshoes #trefoil #adidasoriginals… https://t.co/dWaiPmhXuU",Upcoming Release Exclusive ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,1,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasbristol, adidasshoes, trefoil, adidasoriginals",sizeofficial,England,,8,8613,0.0009288285150354116,0.09288285150354116,0
